Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode,Schedule
,,6.0,0.7142857142857143,,6.0,5.0,,,,4.0,,5.0,6.0,,,5.0,,2021-01-02 00:00:00,5.0,5.0,,,,5.0,4.0,6.0,NBA,6.0,,6.0,5.0,5.0,6.0,5.0,,,,,6.0,,6.0,,4.0,6.0,,6.0,,6.0,,5.0,6.0,5.0,,balanced - low - 25_more_games - post_all_star - 0,,,,5.0,5.0,,,,5.0,,1,6,5,
,,6.0,0.8571428571428571,,7.0,6.0,,,,4.0,,6.0,6.0,,,6.0,,2021-01-03 00:00:00,6.0,6.0,,,,6.0,4.0,6.0,NBA,7.0,,7.0,6.0,5.0,6.0,6.0,,,,,6.0,,6.0,,4.0,6.0,,6.0,,7.0,,6.0,6.0,6.0,,balanced - low - 25_more_games - post_all_star - 0,,,,5.0,6.0,,,,6.0,,1,7,6,
,,7.0,0.8571428571428571,,8.0,6.0,,,,5.0,,6.0,7.0,,,7.0,,2021-01-04 00:00:00,6.0,7.0,,,,7.0,5.0,7.0,NBA,7.0,,7.0,6.0,6.0,7.0,6.0,,,,,7.0,,7.0,,5.0,7.0,,7.0,,7.0,,6.0,7.0,6.0,,balanced - low - 25_more_games - post_all_star - 0,,,,6.0,6.0,,,,6.0,,1,8,7,
,,7.0,1.0,,8.0,7.0,,,,5.0,,7.0,7.0,,,7.0,,2021-01-05 00:00:00,7.0,7.0,,,,7.0,5.0,7.0,NBA,8.0,,8.0,7.0,6.0,7.0,7.0,,,,,7.0,,7.0,,5.0,7.0,,7.0,,7.0,,7.0,7.0,7.0,,balanced - low - 25_more_games - post_all_star - 0,,,,6.0,7.0,,,,6.0,,1,8,7,
,,8.0,1.0,,9.0,7.0,,,,6.0,,8.0,8.0,,,7.0,,2021-01-06 00:00:00,7.0,8.0,,,,8.0,6.0,8.0,NBA,9.0,,8.0,7.0,7.0,8.0,7.0,,,,,8.0,,8.0,,6.0,8.0,,8.0,,8.0,,7.0,8.0,7.0,,balanced - low - 25_more_games - post_all_star - 0,,,,7.0,8.0,,,,7.0,,1,9,8,
,,8.0,1.0,,9.0,8.0,,,,6.0,,8.0,9.0,,,8.0,,2021-01-07 00:00:00,8.0,8.0,,,,8.0,6.0,8.0,NBA,9.0,,9.0,8.0,7.0,8.0,7.0,,,,,8.0,,8.0,,6.0,8.0,,9.0,,8.0,,7.0,8.0,8.0,,balanced - low - 25_more_games - post_all_star - 0,,,,7.0,8.0,,,,7.0,,1,9,8,
,,8.0,1.0,,10.0,9.0,,,,7.0,,9.0,9.0,,,8.0,,2021-01-08 00:00:00,8.0,9.0,,,,9.0,7.0,8.0,NBA,10.0,,10.0,9.0,7.0,8.0,7.0,,,,,9.0,,9.0,,7.0,9.0,,9.0,,9.0,,7.0,9.0,8.0,,balanced - low - 25_more_games - post_all_star - 0,,,,8.0,8.0,,,,8.0,,1,10,9,
,,9.0,1.0,,10.0,9.0,,,,8.0,,9.0,10.0,,,9.0,,2021-01-09 00:00:00,9.0,9.0,,,,9.0,7.0,9.0,NBA,10.0,,10.0,9.0,8.0,9.0,8.0,,,,,9.0,,9.0,,7.0,10.0,,10.0,,10.0,,8.0,10.0,9.0,,balanced - low - 25_more_games - post_all_star - 0,,,,8.0,8.0,,,,9.0,,1,10,9,
,,9.0,1.0,,10.0,10.0,,,,8.0,,10.0,10.0,,,9.0,,2021-01-10 00:00:00,10.0,10.0,,,,10.0,8.0,9.0,NBA,11.0,,11.0,9.0,8.0,9.0,9.0,,,,,9.0,,10.0,,8.0,10.0,,10.0,,10.0,,8.0,10.0,10.0,,balanced - low - 25_more_games - post_all_star - 0,,,,9.0,9.0,,,,9.0,,1,11,10,
,,10.0,1.0,,10.0,10.0,,,,9.0,,10.0,11.0,,,9.0,,2021-01-11 00:00:00,10.0,10.0,,,,10.0,8.0,10.0,NBA,11.0,,11.0,10.0,8.0,10.0,9.0,,,,,9.0,,11.0,,8.0,11.0,,11.0,,11.0,,9.0,11.0,10.0,,balanced - low - 25_more_games - post_all_star - 0,,,,10.0,9.0,,,,10.0,,1,11,10,
,,10.0,1.1428571428571428,,10.0,10.0,,,,9.0,,10.0,12.0,,,9.0,,2021-01-12 00:00:00,10.0,10.0,,,,11.0,9.0,11.0,NBA,11.0,,12.0,10.0,9.0,10.0,9.0,,,,,9.0,,11.0,,9.0,11.0,,12.0,,11.0,,9.0,11.0,11.0,,balanced - low - 25_more_games - post_all_star - 0,,,,10.0,10.0,,,,10.0,,2,12,10,
,,10.0,1.4285714285714286,,10.0,11.0,,,,10.0,,10.0,12.0,,,10.0,,2021-01-13 00:00:00,10.0,11.0,,,,11.0,9.0,11.0,NBA,12.0,,13.0,11.0,9.0,11.0,10.0,,,,,10.0,,12.0,,10.0,11.0,,12.0,,11.0,,10.0,12.0,11.0,,balanced - low - 25_more_games - post_all_star - 0,,,,10.0,10.0,,,,10.0,,3,13,10,
,,10.0,1.7142857142857142,,10.0,11.0,,,,11.0,,10.0,12.0,,,10.0,,2021-01-14 00:00:00,11.0,11.0,,,,12.0,10.0,12.0,NBA,12.0,,13.0,11.0,10.0,11.0,10.0,,,,,10.0,,12.0,,10.0,11.0,,13.0,,11.0,,11.0,12.0,12.0,,balanced - low - 25_more_games - post_all_star - 0,,,,11.0,10.0,,,,10.0,,3,13,10,
,,11.0,2.0,,11.0,11.0,,,,11.0,,11.0,13.0,,,11.0,,2021-01-15 00:00:00,11.0,11.0,,,,12.0,10.0,12.0,NBA,13.0,,14.0,11.0,10.0,12.0,10.0,,,,,11.0,,13.0,,11.0,12.0,,13.0,,11.0,,11.0,13.0,12.0,,balanced - low - 25_more_games - post_all_star - 0,,,,11.0,11.0,,,,10.0,,3,14,11,
,,12.0,1.8571428571428568,,11.0,12.0,,,,12.0,,11.0,13.0,,,11.0,,2021-01-16 00:00:00,11.0,12.0,,,,12.0,11.0,12.0,NBA,13.0,,14.0,12.0,11.0,12.0,10.0,,,,,11.0,,13.0,,11.0,13.0,,14.0,,11.0,,12.0,13.0,13.0,,balanced - low - 25_more_games - post_all_star - 0,,,,12.0,11.0,,,,10.0,,0,14,14,
,,12.0,2.0,,12.0,12.0,,,,12.0,,12.0,13.0,,,12.0,,2021-01-17 00:00:00,12.0,12.0,,,,12.0,11.0,13.0,NBA,14.0,,14.0,12.0,11.0,12.0,10.0,,,,,12.0,,14.0,,11.0,13.0,,14.0,,11.0,,12.0,14.0,13.0,,balanced - low - 25_more_games - post_all_star - 0,,,,12.0,12.0,,,,10.0,,2,14,12,
,,13.0,2.142857142857143,,12.0,13.0,,,,12.0,,13.0,13.0,,,13.0,,2021-01-18 00:00:00,12.0,13.0,,,,13.0,12.0,13.0,NBA,14.0,,15.0,13.0,12.0,13.0,11.0,,,,,12.0,,15.0,,11.0,14.0,,14.0,,12.0,,13.0,14.0,14.0,,balanced - low - 25_more_games - post_all_star - 0,,,,13.0,12.0,,,,10.0,,2,15,13,
,,13.0,2.142857142857143,,12.0,13.0,,,,12.0,,13.0,13.0,,,13.0,,2021-01-19 00:00:00,13.0,13.0,,,,13.0,12.0,13.0,NBA,14.0,,15.0,13.0,12.0,13.0,11.0,,,,,13.0,,15.0,,12.0,14.0,,14.0,,12.0,,13.0,14.0,14.0,,balanced - low - 25_more_games - post_all_star - 0,,,,13.0,13.0,,,,10.0,,2,15,13,
,,14.0,2.0,,13.0,14.0,,,,12.0,,13.0,14.0,,,14.0,,2021-01-20 00:00:00,13.0,14.0,,,,14.0,13.0,14.0,NBA,15.0,,15.0,13.0,13.0,13.0,12.0,,,,,13.0,,15.0,,12.0,15.0,,15.0,,13.0,,13.0,15.0,15.0,,balanced - low - 25_more_games - post_all_star - 0,,,,14.0,13.0,,,,10.0,,2,15,13,
,,14.0,1.8571428571428568,,13.0,14.0,,,,12.0,,13.0,14.0,,,14.0,,2021-01-21 00:00:00,13.0,14.0,,,,15.0,13.0,14.0,NBA,15.0,,16.0,13.0,13.0,14.0,12.0,,,,,14.0,,16.0,,12.0,15.0,,15.0,,13.0,,13.0,15.0,15.0,,balanced - low - 25_more_games - post_all_star - 0,,,,14.0,14.0,,,,10.0,,2,16,14,
,,15.0,1.8571428571428568,,14.0,15.0,,,,13.0,,14.0,15.0,,,15.0,,2021-01-22 00:00:00,14.0,15.0,,,,15.0,14.0,15.0,NBA,16.0,,16.0,13.0,14.0,14.0,13.0,,,,,14.0,,17.0,,13.0,16.0,,16.0,,14.0,,13.0,16.0,16.0,,balanced - low - 25_more_games - post_all_star - 0,,,,15.0,14.0,,,,10.0,,3,17,14,
,,15.0,2.142857142857143,,14.0,16.0,,,,13.0,,15.0,15.0,,,16.0,,2021-01-23 00:00:00,15.0,16.0,,,,16.0,15.0,15.0,NBA,16.0,,17.0,13.0,15.0,14.0,14.0,,,,,15.0,,17.0,,13.0,16.0,,17.0,,15.0,,13.0,16.0,16.0,,balanced - low - 25_more_games - post_all_star - 0,,,,15.0,15.0,,,,10.0,,2,17,15,
,,16.0,1.8571428571428568,,15.0,16.0,,,,14.0,,15.0,16.0,,,16.0,,2021-01-24 00:00:00,15.0,16.0,,,,16.0,15.0,16.0,NBA,17.0,,17.0,13.0,15.0,15.0,14.0,,,,,15.0,,18.0,,14.0,17.0,,17.0,,15.0,,14.0,16.0,17.0,,balanced - low - 25_more_games - post_all_star - 0,,,,16.0,15.0,,,,11.0,,0,18,18,
,,16.0,1.5714285714285714,,16.0,17.0,,,,15.0,,16.0,17.0,,,17.0,,2021-01-25 00:00:00,16.0,17.0,,,,17.0,15.0,17.0,NBA,17.0,,18.0,13.0,16.0,15.0,15.0,,,,,15.0,,18.0,,15.0,18.0,,18.0,,15.0,,15.0,16.0,17.0,,balanced - low - 25_more_games - post_all_star - 0,,,,17.0,15.0,,,,11.0,,0,18,18,
,,17.0,1.5714285714285714,,16.0,17.0,,,,15.0,,16.0,17.0,,,17.0,,2021-01-26 00:00:00,16.0,17.0,,,,17.0,16.0,17.0,NBA,18.0,,18.0,13.0,16.0,15.0,15.0,,,,,15.0,,19.0,,15.0,18.0,,18.0,,15.0,,15.0,16.0,17.0,,balanced - low - 25_more_games - post_all_star - 0,,,,17.0,16.0,,,,12.0,,2,19,17,
,,18.0,1.4285714285714286,,17.0,18.0,,,,16.0,,16.0,18.0,,,18.0,,2021-01-27 00:00:00,17.0,18.0,,,,18.0,16.0,18.0,NBA,18.0,,19.0,13.0,17.0,16.0,16.0,,,,,16.0,,19.0,,16.0,19.0,,19.0,,16.0,,15.0,17.0,18.0,,balanced - low - 25_more_games - post_all_star - 0,,,,18.0,17.0,,,,13.0,,1,19,18,
,,18.0,1.4285714285714286,,17.0,18.0,,,,16.0,,16.0,18.0,,,18.0,,2021-01-28 00:00:00,17.0,19.0,,,,19.0,16.0,18.0,NBA,19.0,,20.0,13.0,18.0,16.0,16.0,,,,,16.0,,19.0,,16.0,19.0,,19.0,,17.0,,15.0,17.0,18.0,,balanced - low - 25_more_games - post_all_star - 0,,,,18.0,17.0,,,,13.0,,2,20,18,
,,19.0,1.1428571428571428,,17.0,19.0,,,,17.0,,16.0,19.0,,,19.0,,2021-01-29 00:00:00,18.0,19.0,,,,19.0,16.0,19.0,NBA,20.0,,20.0,13.0,18.0,17.0,17.0,,,,,17.0,,20.0,,17.0,20.0,,20.0,,17.0,,15.0,18.0,19.0,,balanced - low - 25_more_games - post_all_star - 0,,,,19.0,18.0,,,,14.0,,1,20,19,
,,19.0,1.0,,18.0,19.0,,,,18.0,,17.0,19.0,,,20.0,,2021-01-30 00:00:00,18.0,20.0,,,,20.0,17.0,19.0,NBA,20.0,,21.0,14.0,19.0,18.0,17.0,,,,,18.0,,20.0,,17.0,20.0,,20.0,,18.0,,16.0,19.0,20.0,,balanced - low - 25_more_games - post_all_star - 0,,,,19.0,18.0,,,,14.0,,1,21,20,
,,19.0,1.1428571428571428,,18.0,20.0,,,,18.0,,17.0,20.0,,,20.0,,2021-01-31 00:00:00,19.0,20.0,,,,20.0,17.0,20.0,NBA,21.0,,21.0,14.0,19.0,18.0,18.0,,,,,18.0,,21.0,,17.0,21.0,,21.0,,18.0,,16.0,19.0,20.0,,balanced - low - 25_more_games - post_all_star - 0,,,,20.0,19.0,,,,15.0,,1,21,20,
,,20.0,1.4285714285714286,,18.0,20.0,,,,19.0,,18.0,21.0,,,20.0,,2021-02-01 00:00:00,19.0,20.0,,,,20.0,18.0,20.0,NBA,21.0,,22.0,15.0,20.0,19.0,19.0,,,,,19.0,,22.0,,18.0,21.0,,21.0,,18.0,,17.0,20.0,21.0,,balanced - low - 25_more_games - post_all_star - 0,,,,20.0,19.0,,,,15.0,,2,22,20,
,,20.0,1.2857142857142858,,19.0,21.0,,,,19.0,,18.0,21.0,,,20.0,,2021-02-02 00:00:00,19.0,21.0,,,,21.0,18.0,21.0,NBA,22.0,,22.0,16.0,20.0,19.0,19.0,,,,,19.0,,22.0,,18.0,22.0,,21.0,,18.0,,18.0,20.0,21.0,,balanced - low - 25_more_games - post_all_star - 0,,,,21.0,20.0,,,,16.0,,1,22,21,
,,21.0,1.4285714285714286,,19.0,21.0,,,,20.0,,19.0,22.0,,,21.0,,2021-02-03 00:00:00,19.0,21.0,,,,21.0,19.0,22.0,NBA,23.0,,22.0,16.0,21.0,20.0,20.0,,,,,20.0,,23.0,,19.0,22.0,,22.0,,19.0,,18.0,20.0,22.0,,balanced - low - 25_more_games - post_all_star - 0,,,,21.0,20.0,,,,17.0,,2,23,21,
,,22.0,1.1428571428571428,,19.0,21.0,,,,20.0,,19.0,22.0,,,22.0,,2021-02-04 00:00:00,20.0,21.0,,,,22.0,20.0,22.0,NBA,23.0,,23.0,17.0,21.0,20.0,20.0,,,,,20.0,,23.0,,19.0,22.0,,23.0,,19.0,,19.0,20.0,22.0,,balanced - low - 25_more_games - post_all_star - 0,,,,21.0,21.0,,,,17.0,,0,23,23,
,,22.0,1.1428571428571428,,19.0,22.0,,,,21.0,,20.0,23.0,,,22.0,,2021-02-05 00:00:00,20.0,22.0,,,,22.0,20.0,23.0,NBA,23.0,,23.0,17.0,22.0,21.0,21.0,,,,,21.0,,23.0,,20.0,23.0,,23.0,,20.0,,19.0,20.0,22.0,,balanced - low - 25_more_games - post_all_star - 0,,,,22.0,22.0,,,,18.0,,1,23,22,
,,23.0,1.1428571428571428,,19.0,23.0,,,,21.0,,21.0,24.0,,,23.0,,2021-02-06 00:00:00,21.0,23.0,,,,23.0,21.0,23.0,NBA,23.0,,24.0,18.0,22.0,22.0,22.0,,,,,22.0,,24.0,,21.0,24.0,,24.0,,20.0,,20.0,21.0,23.0,,balanced - low - 25_more_games - post_all_star - 0,,,,23.0,22.0,,,,18.0,,1,24,23,
,,23.0,1.1428571428571428,,20.0,23.0,,,,21.0,,21.0,24.0,,,23.0,,2021-02-07 00:00:00,21.0,23.0,,,,23.0,21.0,24.0,NBA,24.0,,24.0,18.0,22.0,22.0,22.0,,,,,22.0,,24.0,,21.0,24.0,,24.0,,21.0,,20.0,22.0,23.0,,balanced - low - 25_more_games - post_all_star - 0,,,,23.0,23.0,,,,18.0,,1,24,23,
,,23.0,1.0,,20.0,23.0,,,,22.0,,22.0,25.0,,,24.0,,2021-02-08 00:00:00,22.0,23.0,,,,24.0,22.0,24.0,NBA,24.0,,24.0,19.0,22.0,23.0,23.0,,,,,22.0,,24.0,,21.0,24.0,,24.0,,22.0,,20.0,22.0,24.0,,balanced - low - 25_more_games - post_all_star - 0,,,,24.0,23.0,,,,19.0,,1,25,24,
,,23.0,1.1428571428571428,,20.0,24.0,,,,22.0,,22.0,25.0,,,24.0,,2021-02-09 00:00:00,22.0,24.0,,,,25.0,23.0,24.0,NBA,24.0,,24.0,19.0,23.0,23.0,23.0,,,,,23.0,,25.0,,21.0,25.0,,25.0,,22.0,,21.0,23.0,25.0,,balanced - low - 25_more_games - post_all_star - 0,,,,24.0,23.0,,,,19.0,,2,25,23,
,,24.0,1.0,,20.0,25.0,,,,23.0,,23.0,26.0,,,25.0,,2021-02-10 00:00:00,23.0,24.0,,,,25.0,23.0,25.0,NBA,25.0,,25.0,20.0,23.0,24.0,24.0,,,,,24.0,,25.0,,22.0,25.0,,25.0,,23.0,,21.0,23.0,25.0,,balanced - low - 25_more_games - post_all_star - 0,,,,25.0,23.0,,,,20.0,,1,26,25,
,,24.0,1.1428571428571428,,21.0,25.0,,,,23.0,,23.0,26.0,,,25.0,,2021-02-11 00:00:00,23.0,25.0,,,,26.0,24.0,26.0,NBA,25.0,,25.0,20.0,24.0,24.0,24.0,,,,,24.0,,25.0,,22.0,26.0,,26.0,,23.0,,22.0,23.0,25.0,,balanced - low - 25_more_games - post_all_star - 0,,,,26.0,23.0,,,,20.0,,1,26,25,
,,25.0,1.1428571428571428,,22.0,25.0,,,,24.0,,24.0,27.0,,,26.0,,2021-02-12 00:00:00,24.0,26.0,,,,26.0,24.0,26.0,NBA,26.0,,26.0,21.0,24.0,25.0,25.0,,,,,25.0,,26.0,,23.0,27.0,,26.0,,23.0,,23.0,24.0,26.0,,balanced - low - 25_more_games - post_all_star - 0,,,,26.0,24.0,,,,21.0,,1,27,26,
,,26.0,1.1428571428571428,,22.0,26.0,,,,24.0,,24.0,27.0,,,26.0,,2021-02-13 00:00:00,24.0,26.0,,,,27.0,25.0,27.0,NBA,26.0,,26.0,21.0,25.0,25.0,25.0,,,,,25.0,,27.0,,23.0,27.0,,27.0,,24.0,,23.0,24.0,26.0,,balanced - low - 25_more_games - post_all_star - 0,,,,26.0,25.0,,,,21.0,,1,27,26,
,,26.0,1.1428571428571428,,23.0,26.0,,,,25.0,,24.0,28.0,,,27.0,,2021-02-14 00:00:00,25.0,27.0,,,,27.0,25.0,27.0,NBA,27.0,,27.0,22.0,25.0,26.0,26.0,,,,,26.0,,27.0,,24.0,28.0,,27.0,,25.0,,24.0,25.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,27.0,25.0,,,,22.0,,1,28,27,
,,27.0,1.0,,23.0,27.0,,,,25.0,,25.0,29.0,,,27.0,,2021-02-15 00:00:00,25.0,27.0,,,,28.0,26.0,28.0,NBA,28.0,,27.0,22.0,26.0,26.0,26.0,,,,,26.0,,28.0,,24.0,28.0,,28.0,,25.0,,24.0,26.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,27.0,26.0,,,,23.0,,0,29,29,
,,27.0,0.8571428571428571,,24.0,28.0,,,,25.0,,25.0,29.0,,,27.0,,2021-02-16 00:00:00,26.0,27.0,,,,28.0,26.0,28.0,NBA,28.0,,28.0,23.0,26.0,27.0,27.0,,,,,27.0,,28.0,,25.0,28.0,,28.0,,26.0,,25.0,26.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,28.0,26.0,,,,23.0,,1,29,28,
,,28.0,0.8571428571428571,,25.0,28.0,,,,25.0,,26.0,29.0,,,27.0,,2021-02-17 00:00:00,27.0,28.0,,,,28.0,27.0,29.0,NBA,29.0,,28.0,24.0,26.0,27.0,28.0,,,,,28.0,,29.0,,26.0,29.0,,29.0,,26.0,,26.0,26.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,28.0,27.0,,,,24.0,,1,29,28,
,,28.0,0.7142857142857143,,25.0,29.0,,,,25.0,,26.0,29.0,,,27.0,,2021-02-18 00:00:00,27.0,28.0,,,,28.0,27.0,29.0,NBA,29.0,,29.0,24.0,27.0,28.0,28.0,,,,,28.0,,29.0,,26.0,29.0,,29.0,,26.0,,26.0,27.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,29.0,27.0,,,,24.0,,0,29,29,
,,29.0,0.7142857142857143,,26.0,29.0,,,,25.0,,27.0,30.0,,,27.0,,2021-02-19 00:00:00,28.0,29.0,,,,29.0,27.0,29.0,NBA,30.0,,29.0,25.0,27.0,29.0,29.0,,,,,29.0,,29.0,,27.0,30.0,,30.0,,27.0,,26.0,27.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,30.0,28.0,,,,24.0,,1,30,29,
,,29.0,0.7142857142857143,,26.0,29.0,,,,26.0,,28.0,30.0,,,27.0,,2021-02-20 00:00:00,28.0,29.0,,,,30.0,27.0,29.0,NBA,30.0,,30.0,26.0,28.0,29.0,29.0,,,,,29.0,,29.0,,27.0,30.0,,30.0,,28.0,,27.0,28.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,30.0,28.0,,,,25.0,,1,30,29,
,,30.0,0.7142857142857143,,27.0,30.0,,,,26.0,,28.0,31.0,,,27.0,,2021-02-21 00:00:00,29.0,30.0,,,,30.0,27.0,29.0,NBA,31.0,,30.0,26.0,28.0,30.0,30.0,,,,,30.0,,30.0,,28.0,31.0,,31.0,,28.0,,27.0,29.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,31.0,28.0,,,,25.0,,1,31,30,
,,30.0,0.7142857142857143,,27.0,30.0,,,,27.0,,29.0,31.0,,,28.0,,2021-02-22 00:00:00,29.0,30.0,,,,30.0,28.0,29.0,NBA,31.0,,31.0,27.0,29.0,30.0,30.0,,,,,30.0,,30.0,,29.0,31.0,,31.0,,29.0,,28.0,29.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,31.0,29.0,,,,26.0,,0,31,31,
,,31.0,0.5714285714285714,,28.0,31.0,,,,27.0,,29.0,32.0,,,29.0,,2021-02-23 00:00:00,30.0,31.0,,,,31.0,28.0,29.0,NBA,32.0,,31.0,27.0,29.0,31.0,31.0,,,,,30.0,,31.0,,29.0,32.0,,32.0,,29.0,,29.0,30.0,27.0,,balanced - low - 25_more_games - post_all_star - 0,,,,32.0,29.0,,,,27.0,,0,32,32,
,,32.0,0.4285714285714285,,29.0,31.0,,,,28.0,,30.0,33.0,,,29.0,,2021-02-24 00:00:00,30.0,32.0,,,,32.0,29.0,30.0,NBA,32.0,,32.0,27.0,30.0,31.0,32.0,,,,,31.0,,31.0,,30.0,32.0,,32.0,,30.0,,29.0,30.0,28.0,,balanced - low - 25_more_games - post_all_star - 0,,,,33.0,30.0,,,,27.0,,0,33,33,
,,32.0,0.5714285714285714,,29.0,32.0,,,,28.0,,30.0,33.0,,,30.0,,2021-02-25 00:00:00,31.0,32.0,,,,32.0,29.0,30.0,NBA,33.0,,32.0,28.0,30.0,32.0,32.0,,,,,32.0,,32.0,,30.0,33.0,,33.0,,30.0,,29.0,31.0,28.0,,balanced - low - 25_more_games - post_all_star - 0,,,,33.0,30.0,,,,28.0,,1,33,32,
,,33.0,0.4285714285714285,,30.0,32.0,,,,29.0,,31.0,33.0,,,30.0,,2021-02-26 00:00:00,31.0,33.0,,,,33.0,30.0,31.0,NBA,34.0,,33.0,29.0,31.0,32.0,32.0,,,,,32.0,,32.0,,31.0,33.0,,33.0,,31.0,,30.0,32.0,28.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,31.0,,,,28.0,,0,34,34,
,,33.0,0.4285714285714285,,30.0,33.0,,,,29.0,,31.0,34.0,,,31.0,,2021-02-27 00:00:00,32.0,33.0,,,,33.0,30.0,32.0,NBA,34.0,,33.0,29.0,31.0,32.0,33.0,,,,,33.0,,33.0,,32.0,34.0,,34.0,,31.0,,30.0,32.0,29.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,32.0,,,,29.0,,1,34,33,
,,34.0,0.4285714285714285,,31.0,33.0,,,,30.0,,31.0,34.0,,,31.0,,2021-02-28 00:00:00,32.0,34.0,,,,34.0,31.0,32.0,NBA,35.0,,34.0,30.0,32.0,33.0,34.0,,,,,33.0,,34.0,,32.0,34.0,,34.0,,32.0,,30.0,33.0,29.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,32.0,,,,30.0,,1,35,34,
,,34.0,0.5714285714285714,,31.0,33.0,,,,31.0,,32.0,35.0,,,32.0,,2021-03-01 00:00:00,33.0,34.0,,,,34.0,32.0,33.0,NBA,35.0,,34.0,30.0,32.0,33.0,34.0,,,,,34.0,,34.0,,32.0,35.0,,35.0,,32.0,,31.0,33.0,29.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,33.0,,,,30.0,,1,35,34,
,,35.0,0.8571428571428571,,32.0,33.0,,,,31.0,,32.0,35.0,,,32.0,,2021-03-02 00:00:00,34.0,34.0,,,,34.0,32.0,33.0,NBA,36.0,,35.0,31.0,33.0,34.0,34.0,,,,,34.0,,35.0,,32.0,35.0,,35.0,,33.0,,31.0,33.0,30.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,33.0,,,,31.0,,2,36,34,
,,36.0,1.1428571428571428,,32.0,34.0,,,,32.0,,32.0,36.0,,,33.0,,2021-03-03 00:00:00,34.0,34.0,,,,35.0,33.0,34.0,NBA,36.0,,36.0,31.0,33.0,34.0,35.0,,,,,34.0,,35.0,,33.0,36.0,,36.0,,33.0,,32.0,34.0,30.0,,balanced - low - 25_more_games - post_all_star - 0,,,,34.0,34.0,,,,31.0,,2,36,34,
,,36.0,1.2857142857142858,,33.0,34.0,,,,32.0,,32.0,36.0,,,33.0,,2021-03-04 00:00:00,35.0,35.0,,,,35.0,33.0,35.0,NBA,37.0,,36.0,32.0,34.0,35.0,35.0,,,,,35.0,,36.0,,34.0,36.0,,36.0,,33.0,,33.0,35.0,31.0,,balanced - low - 25_more_games - post_all_star - 0,,,,35.0,34.0,,,,32.0,,2,37,35,
,,36.0,1.5714285714285714,,33.0,34.0,,,,32.0,,32.0,36.0,,,33.0,,2021-03-05 00:00:00,35.0,35.0,,,,35.0,33.0,35.0,NBA,37.0,,36.0,32.0,34.0,35.0,35.0,,,,,35.0,,36.0,,34.0,36.0,,36.0,,33.0,,33.0,35.0,31.0,,balanced - low - 25_more_games - post_all_star - 0,,,,35.0,34.0,,,,32.0,,2,37,35,
,,36.0,1.7142857142857142,,33.0,34.0,,,,32.0,,32.0,36.0,,,33.0,,2021-03-06 00:00:00,35.0,35.0,,,,35.0,33.0,35.0,NBA,37.0,,36.0,32.0,34.0,35.0,35.0,,,,,35.0,,36.0,,34.0,36.0,,36.0,,33.0,,33.0,35.0,31.0,,balanced - low - 25_more_games - post_all_star - 0,,,,35.0,34.0,,,,32.0,,2,37,35,
,,36.0,1.8571428571428568,,33.0,34.0,,,,32.0,,32.0,36.0,,,33.0,,2021-03-07 00:00:00,35.0,35.0,,,,35.0,33.0,35.0,NBA,37.0,,36.0,32.0,34.0,35.0,35.0,,,,,35.0,,36.0,,34.0,36.0,,36.0,,33.0,,33.0,35.0,31.0,,balanced - low - 25_more_games - post_all_star - 0,,,,35.0,34.0,,,,32.0,,2,37,35,
